losses,recalls
0.5063925,0.562
0.5049838,0.604
0.5157438,0.524
0.5075625,0.588
0.5071112,0.57
0.50187975,0.648
0.5098389,0.614
0.5094416,0.59
0.5081558,0.602
0.5091366,0.584
0.5149389,0.564
0.5080699,0.54
0.509084,0.554
0.5058681,0.636
0.50677735,0.586
0.5068969,0.578
0.5037256,0.608
0.5135675,0.526
0.50305045,0.63
0.50674254,0.61
0.51229477,0.566
0.5104856,0.564
0.5047254,0.592
0.5067764,0.634
0.5174943,0.55
0.51669824,0.53
0.5097289,0.604
0.50991887,0.548
0.51659125,0.524
0.5113582,0.57
0.5078588,0.588
0.5138361,0.558
0.50646734,0.574
0.5048555,0.612
0.51362485,0.566
0.5169567,0.522
0.5152272,0.522
0.5173585,0.524
0.5107312,0.546
0.5149491,0.482
0.5050542,0.578
0.5072885,0.594
0.51087123,0.564
0.50470847,0.636
0.5127458,0.578
0.5096999,0.538
0.5060246,0.622
0.51183337,0.538
0.51333725,0.57
0.50260806,0.63
0.5087377,0.576
0.5117124,0.558
0.5121065,0.532
0.51867324,0.488
0.5121623,0.554
0.512029,0.546
0.5136795,0.54
0.51181626,0.552
0.50781286,0.55
0.5096772,0.582
0.5123833,0.536
0.5165524,0.506
0.5129576,0.62
0.50758225,0.614
0.51500964,0.578
0.5134431,0.554
0.5113566,0.556
0.5086774,0.58
0.5064427,0.578
0.5082053,0.58
0.50680584,0.588
0.50767654,0.586
0.5058962,0.6
0.49885535,0.6
0.49991575,0.638
0.50718975,0.586
0.5080774,0.608
0.51060474,0.548
0.51386523,0.53
0.50238943,0.584
0.5071432,0.626
0.5105449,0.532
0.5058739,0.598
0.5022744,0.61
0.5023904,0.614
0.51085246,0.554
0.51162153,0.59
0.5068074,0.594
0.5104131,0.594
0.51482487,0.554
0.50417876,0.614
0.5060115,0.592
0.50631297,0.602
0.50660884,0.582
0.5085723,0.57
0.5079634,0.584
0.50422746,0.588
0.5060842,0.6
0.5052179,0.59
0.4970454,0.652
0.5074458,0.602
0.50943404,0.57
0.4989931,0.638
0.51097655,0.548
0.5128665,0.604
0.50770366,0.584
0.5194347,0.49
0.50706595,0.596
0.5004312,0.616
0.5075125,0.6
0.5062453,0.6
0.5076721,0.598
0.50675625,0.592
0.5169591,0.526
0.506269,0.574
0.5071826,0.576
0.5141357,0.54
0.50906414,0.61
0.5107116,0.576
