losses,recalls
0.50698805,0.564
0.51118696,0.526
0.5043161,0.594
0.51002353,0.538
0.50754863,0.544
0.5019178,0.602
0.50889724,0.566
0.5063126,0.564
0.50646853,0.514
0.5167149,0.496
0.507283,0.556
0.51202625,0.542
0.5065323,0.542
0.50330716,0.58
0.5001032,0.584
0.50392973,0.55
0.510296,0.548
0.51112044,0.506
0.5094329,0.564
0.5001514,0.612
0.50574017,0.586
0.5129823,0.538
0.50835955,0.566
0.5102567,0.492
0.5045769,0.558
0.5060494,0.56
0.50496393,0.562
0.50649905,0.562
0.49894685,0.622
0.5040206,0.568
0.5046997,0.596
0.49915233,0.626
0.5075315,0.56
0.5063621,0.558
0.50465715,0.576
0.50987965,0.598
0.5059019,0.54
0.50360894,0.632
0.5034959,0.588
0.50756085,0.536
0.51070476,0.546
0.50724584,0.576
0.49851233,0.6
0.5088351,0.592
0.50194675,0.62
0.5102362,0.558
0.50643206,0.584
0.5058589,0.58
0.49930745,0.608
0.50810003,0.572
0.50497323,0.586
0.50537145,0.604
0.5126696,0.51
0.50419563,0.616
0.5032254,0.582
0.499771,0.598
0.50715137,0.574
0.5020974,0.59
0.5091292,0.578
0.5018986,0.636
0.49943,0.582
0.5083156,0.564
0.51013845,0.538
0.5039707,0.586
0.50768894,0.598
0.5043597,0.548
0.50180876,0.584
0.50423366,0.584
0.51165605,0.584
0.4996326,0.636
0.49970394,0.602
0.50745434,0.606
0.50305957,0.598
0.503289,0.596
0.50417376,0.602
0.5023744,0.586
0.5052674,0.554
0.4985856,0.622
0.50139487,0.574
0.5077391,0.578
0.5073278,0.572
0.5071601,0.548
0.50637305,0.562
0.50952905,0.536
0.50708497,0.556
0.50157475,0.614
0.5109579,0.54
0.5059579,0.566
0.50222266,0.57
0.50827396,0.544
0.5048171,0.596
0.5072497,0.574
0.5099361,0.55
0.50077987,0.566
0.50078833,0.568
0.5078942,0.596
0.5158201,0.51
0.506032,0.548
0.51405805,0.518
0.5030199,0.582
0.5175832,0.544
0.5225191,0.462
0.51096064,0.514
0.49800336,0.666
0.51677847,0.47
0.5089508,0.536
0.50893545,0.57
0.5051935,0.566
0.5042123,0.574
0.5039196,0.568
0.5081576,0.586
0.50464743,0.574
0.50477487,0.552
0.5065365,0.576
0.49891466,0.636
0.49462613,0.694
0.4965891,0.632
0.50101554,0.588
0.5035378,0.578
0.50682616,0.568
0.507166,0.544
0.50358886,0.574
0.51141936,0.494
0.49957085,0.604
0.49989638,0.568
0.50343674,0.57
0.50248533,0.59
0.504139,0.584
0.50340647,0.54
0.49718967,0.608
0.5019261,0.578
0.51070863,0.526
0.4998228,0.606
0.495176,0.604
0.50378996,0.614
0.51124907,0.526
0.5084805,0.552
0.4956612,0.576
0.50271624,0.648
0.5063688,0.558
0.49610004,0.634
0.5011452,0.604
0.5054463,0.558
0.5049263,0.582
0.5032456,0.602
0.5014062,0.6
0.5070002,0.558
0.50003225,0.572
0.5066694,0.538
0.49876615,0.638
0.49722728,0.604
0.49332768,0.666
0.50597394,0.566
0.5034758,0.57
0.49757203,0.59
0.5021896,0.6
0.50799966,0.554
0.50289965,0.596
0.5024875,0.558
0.4994309,0.582
0.50210434,0.584
0.5000292,0.65
0.5013218,0.57
0.4997474,0.588
0.5029166,0.57
0.50594544,0.594
0.5113341,0.512
0.5000608,0.634
0.50233316,0.592
0.4998934,0.598
0.50566113,0.56
0.5056762,0.564
0.50141877,0.574
0.5028994,0.616
0.5019519,0.582
0.5034056,0.556
0.50168514,0.628
0.5028798,0.59
0.49749598,0.65
0.504149,0.592
0.49911085,0.65
0.5020112,0.618
0.5139947,0.514
0.5007709,0.584
0.4988441,0.604
0.50641245,0.532
0.50396085,0.56
0.5049913,0.598
0.5000611,0.618
0.50269127,0.576
0.4989523,0.596
0.51538736,0.476
0.5000745,0.61
0.49254233,0.636
0.5049927,0.572
0.50396246,0.58
0.5022855,0.618
0.5014642,0.572
0.5042259,0.564
0.49571887,0.678
0.5006863,0.576
0.5055756,0.586
0.50112236,0.626
0.5067742,0.508
0.4945559,0.65
0.49680415,0.608
0.4991939,0.61
0.5018882,0.604
0.5041976,0.578
0.5020841,0.59
0.5060806,0.57
0.49793974,0.652
0.4994764,0.582
0.49766293,0.628
0.50668555,0.576
0.49896267,0.668
0.50067884,0.604
0.50046104,0.606
0.50592554,0.562
0.5070329,0.58
0.5014797,0.612
0.50010324,0.628
0.4950537,0.644
0.4911608,0.672
0.50034434,0.648
0.499305,0.634
0.5049422,0.578
0.51010495,0.574
0.49526122,0.618
0.49767843,0.646
0.50205445,0.596
0.5035903,0.57
0.49888098,0.634
0.5016941,0.592
0.50728583,0.546
0.50356704,0.568
0.49386144,0.668
0.5065638,0.582
0.49851432,0.636
0.5036266,0.638
0.5024492,0.576
0.49877268,0.62
0.5057707,0.564
0.4952536,0.612
0.50017804,0.624
0.50315416,0.582
0.5014168,0.61
0.51265323,0.562
0.49863064,0.618
0.50396454,0.58
0.50289077,0.568
0.49821588,0.63
0.5035223,0.608
0.5008757,0.582
0.5068877,0.548
0.50496817,0.614
0.50168145,0.602
0.4980299,0.642
0.50278115,0.612
0.50122774,0.592
0.4976007,0.648
0.503952,0.562
0.49224153,0.646
0.50301576,0.582
0.50882643,0.558
0.50370216,0.568
0.5085343,0.578
0.49688098,0.618
0.50621355,0.61
0.5047126,0.554
0.5062309,0.598
0.50497454,0.59
0.5022253,0.574
0.49917936,0.628
0.50921327,0.572
0.49473438,0.616
0.5006501,0.594
0.49659473,0.642
0.49931183,0.652
0.4952208,0.64
0.502484,0.62
0.49406868,0.628
0.500044,0.612
0.49854177,0.628
0.49858713,0.596
0.49544215,0.648
0.50415677,0.58
0.49239638,0.654
0.5036936,0.57
0.50127476,0.568
0.5018079,0.59
0.49868035,0.608
0.4992628,0.634
0.49809125,0.626
0.5015811,0.604
0.5048632,0.608
0.49366248,0.618
0.4960459,0.632
0.4961936,0.638
0.5008689,0.604
0.4948534,0.652
0.49914512,0.616
0.49890473,0.626
0.49831316,0.592
0.49602252,0.62
0.49918935,0.644
0.4945281,0.66
0.4914785,0.664
0.49429265,0.632
0.49508512,0.632
0.4918878,0.694
0.49572608,0.664
0.4942024,0.674
0.5008187,0.57
0.49935657,0.58
0.5022272,0.576
0.50396246,0.61
0.49887446,0.636
0.49633777,0.618
0.5047118,0.59
0.4953444,0.612
0.5026679,0.61
0.4983495,0.59
0.49633142,0.598
0.49180794,0.646
0.50020343,0.582
0.48869824,0.626
0.5018658,0.608
0.50349426,0.556
0.49701214,0.628
0.5022664,0.61
